es_hombre,es_adulto_mayor,tiene_pareja,tiene_dependientes,meses_contrato,tiene_telefono,tiene_varias_lineas,tipo_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_tecnico,tiene_tv,tiene_peliculas,tipo_contrato,factura_online,metodo_pago,cargo_mensual,cargo_total,id_cliente,abandono,cuentas_diarias
1,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Anual_2,1,Transferencia,65.6,4566.5,8908-NMQTX,0,2.19
0,0,0,0,21,1,0,No,0,0,0,0,0,0,Anual_2,1,Tarjeta,20.85,435.25,8908-SLFCJ,0,0.7
1,0,0,0,3,1,0,No,0,0,0,0,0,0,Anual_1,0,Cheque,21.2,52.05,8909-BOLNL,0,0.71
0,0,0,0,46,1,0,Fiber optic,1,1,1,0,1,0,Anual_1,1,Tarjeta,95.65,4664.2,8910-ICHIU,0,3.19
1,1,1,0,34,1,0,Fiber optic,0,0,0,0,0,0,Mensual,0,Tarjeta,71.55,2427.35,8910-LEDAG,0,2.38
1,0,1,0,31,1,1,Fiber optic,0,1,1,0,1,0,Mensual,0,Cheque_electrónico,93.8,3019.5,8914-RBTSB,1,3.13
1,0,1,1,72,1,1,Fiber optic,1,1,0,1,1,1,Anual_2,1,Tarjeta,107.7,7919.8,8915-NNTRC,0,3.59
0,0,0,0,37,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque,19.85,784.25,8917-FAEMR,0,0.66
1,0,1,1,60,1,0,No,0,0,0,0,0,0,Anual_2,0,Tarjeta,19.65,1161.75,8917-SZTTJ,0,0.65
1,1,1,0,44,0,0,DSL,0,1,0,0,0,0,Mensual,1,Cheque_electrónico,30.35,1359.7,8919-FYFQZ,1,1.01
1,1,0,0,62,1,1,Fiber optic,0,1,1,1,1,1,Anual_1,1,Transferencia,110.75,7053.35,8920-NAVAY,0,3.69
0,1,0,0,25,1,1,Fiber optic,0,1,0,0,0,1,Mensual,1,Cheque_electrónico,89.7,2187.55,8922-LIEGH,1,2.99
1,0,1,1,42,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque,19.35,867.3,8922-NPKBJ,0,0.64
1,0,0,0,25,1,0,Fiber optic,0,0,1,1,1,1,Anual_2,0,Transferencia,99.3,2513.5,8929-KSWIH,0,3.31
0,0,1,1,18,1,0,DSL,0,0,0,0,1,0,Mensual,0,Cheque,55.95,1082.8,8930-XOTDP,0,1.86
0,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,1,Mensual,1,Cheque_electrónico,83.3,803.3,8931-GJJIQ,1,2.78
1,0,0,0,68,1,1,DSL,1,1,1,0,0,1,Anual_1,0,Tarjeta,76.75,5233.25,8932-CZHRQ,0,2.56
1,0,0,0,1,1,0,Fiber optic,1,0,0,0,0,1,Mensual,1,Cheque,84.6,84.6,8937-RDTHP,1,2.82
0,0,0,0,47,1,1,Fiber optic,0,1,1,0,1,1,Mensual,1,Cheque_electrónico,106.4,5127.95,8938-UMKPI,1,3.55
1,0,0,0,12,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,20.45,255.35,8942-DBMHZ,0,0.68
0,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Mensual,1,Cheque,79.65,152.7,8943-URTMR,1,2.66
1,0,1,0,15,1,0,No,0,0,0,0,0,0,Mensual,1,Tarjeta,19.45,340.85,8944-AILEF,0,0.65
0,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,1,Mensual,0,Cheque_electrónico,78.65,78.65,8945-GRKHX,1,2.62
1,0,0,0,51,1,1,Fiber optic,1,1,0,0,1,0,Anual_1,1,Cheque_electrónico,94.8,4837.6,8945-MUQUF,1,3.16
1,0,1,1,63,1,1,No,0,0,0,0,0,0,Anual_2,0,Cheque,25.25,1573.05,8946-BFWSG,0,0.84
1,0,1,1,32,1,0,Fiber optic,1,1,1,0,0,1,Anual_1,0,Cheque,94.8,3131.55,8947-YRTDV,0,3.16
0,0,0,0,29,1,1,Fiber optic,0,0,1,0,1,1,Mensual,1,Tarjeta,98.6,2933.2,8949-JTMAY,1,3.29
1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque,44.95,44.95,8950-MTZNV,0,1.5
0,0,1,0,41,1,0,Fiber optic,1,1,1,0,1,1,Anual_1,1,Transferencia,104.45,4162.05,8952-WCVCD,0,3.48
0,0,0,1,50,1,0,No,0,0,0,0,0,0,Anual_2,0,Tarjeta,20.15,970.85,8957-THMOA,0,0.67
0,0,1,0,56,1,1,No,0,0,0,0,0,0,Anual_1,0,Cheque_electrónico,24.3,1261.7,8958-JPTRR,0,0.81
0,0,1,1,57,1,0,Fiber optic,0,1,0,0,1,1,Anual_1,1,Cheque_electrónico,95.0,5535.8,8961-QDZZJ,0,3.17
1,0,0,1,3,1,0,DSL,1,0,1,0,0,0,Mensual,0,Cheque,55.9,157.55,8963-JLGJT,0,1.86
0,0,0,1,22,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,20.55,469.85,8963-MQVYN,0,0.68
1,0,1,1,36,1,1,No,0,0,0,0,0,0,Anual_2,0,Tarjeta,25.1,930.95,8966-KZXXA,0,0.84
0,0,1,1,22,1,0,No,0,0,0,0,0,0,Anual_1,0,Transferencia,20.75,452.35,8966-OIQHG,0,0.69
0,0,1,0,70,1,0,No,0,0,0,0,0,0,Anual_2,0,Transferencia,19.45,1303.5,8966-SNIZF,0,0.65
0,0,0,0,14,1,0,DSL,0,1,0,0,0,0,Mensual,0,Cheque_electrónico,50.45,765.45,8967-SZQAS,0,1.68
1,0,0,0,18,1,0,No,0,0,0,0,0,0,Anual_1,0,Cheque,19.65,411.25,8969-PRHFK,0,0.65
0,0,0,0,23,1,1,DSL,0,0,0,1,1,1,Anual_1,1,Cheque,73.75,1756.6,8970-ANWXO,0,2.46
0,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,1,Mensual,1,Cheque_electrónico,84.55,646.85,8972-HJWNV,1,2.82
0,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,20.15,20.15,8974-OVACP,0,0.67
1,0,1,0,71,1,1,Fiber optic,1,1,1,1,1,1,Anual_2,1,Transferencia,116.1,8310.55,8975-SKGRX,0,3.87
0,0,1,1,4,1,0,DSL,0,1,0,1,0,0,Mensual,0,Cheque,56.5,235.1,8976-OQHGT,1,1.88
1,1,0,0,64,1,1,Fiber optic,0,0,1,1,1,1,Anual_1,0,Cheque_electrónico,102.1,6688.1,8979-CAMGB,0,3.4
0,0,0,0,35,1,0,DSL,0,0,1,0,0,1,Mensual,1,Cheque_electrónico,62.1,2096.1,8980-WQFWL,0,2.07
1,0,0,1,11,1,1,Fiber optic,0,0,1,0,0,0,Mensual,1,Cheque,78.0,851.8,8981-FJGLA,0,2.6
1,0,0,0,27,1,1,Fiber optic,0,0,1,0,1,1,Anual_1,1,Transferencia,100.5,2673.45,8982-NHAVY,0,3.35
1,0,1,0,64,1,1,Fiber optic,0,1,0,1,1,1,Anual_2,1,Cheque_electrónico,105.25,6823.4,8984-EYLLL,0,3.51
0,0,0,0,71,1,1,Fiber optic,1,1,1,1,1,1,Anual_2,1,Cheque_electrónico,118.65,8477.6,8984-HPEMB,0,3.96
0,0,0,0,1,1,0,DSL,0,0,1,1,1,1,Anual_1,0,Tarjeta,74.1,74.1,8985-OOPOS,0,2.47
0,1,1,1,34,1,1,Fiber optic,0,1,0,0,0,0,Mensual,1,Cheque,79.6,2718.3,8988-ECPJR,1,2.65
0,0,0,0,69,1,1,DSL,1,1,0,1,0,0,Anual_2,1,Cheque,66.9,4577.9,8990-YOZLV,0,2.23
0,0,0,0,9,1,0,Fiber optic,0,0,0,0,0,0,Mensual,0,Cheque_electrónico,69.05,651.5,8990-ZXLSU,0,2.3
0,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque_electrónico,18.85,18.85,8992-CEUEN,0,0.63
1,0,1,0,1,0,0,DSL,0,0,1,0,1,1,Mensual,1,Cheque_electrónico,50.35,50.35,8992-JQYUN,1,1.68
1,0,0,0,21,1,0,DSL,0,0,1,0,0,1,Mensual,0,Cheque,61.65,1393.6,8992-OBVDG,0,2.06
0,0,0,1,13,1,0,DSL,1,1,0,0,0,0,Mensual,1,Cheque_electrónico,56.0,764.55,8992-VONJD,0,1.87
1,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Mensual,0,Transferencia,69.15,488.65,8993-IZEUX,0,2.31
0,0,0,0,3,0,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque_electrónico,25.25,58.9,8993-PHFWD,1,0.84
1,1,0,0,57,1,0,DSL,0,0,1,1,0,0,Anual_1,1,Cheque_electrónico,53.5,3035.8,8996-ZROXE,0,1.78
0,1,0,0,11,1,0,Fiber optic,0,0,0,0,1,1,Mensual,0,Transferencia,89.7,1047.7,8999-BOHSE,1,2.99
0,0,1,1,19,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque,20.15,387.7,8999-EXMNO,0,0.67
0,1,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,Anual_1,1,Tarjeta,105.75,7629.85,8999-XXGNS,0,3.52
1,0,1,1,45,1,0,DSL,1,1,1,1,1,1,Anual_2,1,Cheque,84.35,3858.05,8999-YPYBV,0,2.81
0,1,1,0,60,0,0,DSL,0,1,0,0,1,1,Anual_2,1,Tarjeta,49.45,2907.55,9000-PLFUZ,0,1.65
1,0,0,0,42,1,1,Fiber optic,0,0,1,0,0,0,Mensual,0,Cheque_electrónico,79.9,3313.4,9003-CPATH,0,2.66
0,0,0,1,48,0,0,DSL,0,1,1,0,0,1,Mensual,0,Tarjeta,45.55,2108.35,9013-AQORL,0,1.52
0,0,0,0,55,1,0,DSL,0,1,1,0,0,1,Anual_2,1,Cheque,64.75,3617.1,9018-PCIOK,0,2.16
0,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Mensual,0,Cheque_electrónico,79.55,79.55,9019-QVLZD,1,2.65
0,0,0,0,6,1,1,Fiber optic,0,0,0,0,1,1,Mensual,1,Transferencia,93.55,536.4,9025-AOMKI,1,3.12
1,0,0,0,9,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque,18.95,185.6,9025-ZRPVR,1,0.63
0,0,0,0,9,0,0,DSL,0,1,0,0,0,1,Mensual,0,Cheque_electrónico,40.75,359.4,9026-LHEVG,0,1.36
1,1,0,0,5,1,0,DSL,0,0,1,0,0,0,Mensual,0,Cheque_electrónico,50.35,237.25,9026-RNUJS,1,1.68
0,0,1,0,43,1,0,DSL,1,0,1,1,1,1,Anual_2,1,Cheque_electrónico,78.8,3460.3,9027-TMATR,0,2.63
1,0,0,0,7,1,1,No,0,0,0,0,0,0,Mensual,1,Transferencia,25.05,152.95,9027-YFHQJ,0,0.84
1,0,1,1,71,1,0,Fiber optic,1,1,1,1,1,0,Anual_2,0,Tarjeta,100.2,7209.0,9028-LIHRP,0,3.34
0,1,1,0,32,1,1,Fiber optic,0,0,1,0,0,0,Mensual,0,Cheque,79.3,2570.0,9029-FEGVJ,0,2.64
0,0,0,0,8,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque,20.85,161.65,9030-QGZNL,0,0.7
1,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Anual_2,1,Cheque_electrónico,108.2,7840.6,9031-ZVQPT,0,3.61
0,0,0,0,12,1,1,DSL,0,0,0,1,1,1,Anual_1,0,Cheque,74.05,872.65,9033-EOXWV,1,2.47
0,0,0,0,51,1,1,Fiber optic,1,1,1,0,1,1,Anual_1,0,Transferencia,107.45,5680.9,9036-CSKBW,0,3.58
1,0,0,0,39,0,0,DSL,1,1,0,1,1,0,Mensual,1,Tarjeta,48.95,1880.85,9039-RBEEE,1,1.63
1,0,0,0,3,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque,19.1,53.05,9039-ZVJDC,0,0.64
1,0,0,0,26,1,0,Fiber optic,0,1,0,0,0,0,Anual_1,0,Transferencia,75.5,2018.1,9040-KZVWO,0,2.52
1,0,0,0,35,1,0,No,0,0,0,0,0,0,Mensual,0,Transferencia,20.75,739.9,9046-DQMTP,0,0.69
1,0,0,1,27,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,19.15,537.35,9046-JBFWA,0,0.64
1,0,0,0,3,1,0,DSL,0,0,0,1,1,1,Mensual,1,Cheque_electrónico,69.35,191.35,9048-JVYVF,1,2.31
0,1,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Mensual,0,Cheque,81.5,162.55,9050-IKDZA,0,2.72
1,0,0,0,18,1,1,Fiber optic,0,0,1,0,0,1,Mensual,1,Tarjeta,90.7,1597.25,9050-QLROH,1,3.02
1,0,0,0,26,1,1,DSL,1,1,0,0,0,0,Anual_1,0,Cheque_electrónico,61.55,1581.95,9052-DHNKM,0,2.05
0,1,1,0,65,1,1,Fiber optic,1,1,1,0,1,1,Mensual,1,Tarjeta,109.4,7227.45,9052-VKDUW,0,3.65
1,0,0,0,41,1,1,Fiber optic,0,1,0,0,1,0,Mensual,1,Cheque_electrónico,89.2,3645.75,9053-EJUNL,0,2.97
1,0,0,0,67,1,1,Fiber optic,1,1,1,1,1,1,Anual_2,0,Tarjeta,116.2,7752.3,9053-JZFKV,1,3.87
1,0,1,1,22,1,1,Fiber optic,0,0,1,0,1,0,Mensual,1,Cheque_electrónico,88.75,1885.15,9054-FOWNV,0,2.96
0,0,1,1,64,1,0,DSL,1,0,0,1,1,0,Anual_1,0,Cheque,65.8,4068.0,9055-MOJJJ,0,2.19
1,1,1,0,27,0,0,DSL,1,0,0,0,0,0,Mensual,0,Tarjeta,30.75,805.1,9057-MSWCO,1,1.02
0,0,0,0,3,1,1,Fiber optic,0,0,0,0,1,1,Mensual,1,Cheque_electrónico,96.6,291.9,9057-SIHCH,1,3.22
0,1,0,0,1,1,1,DSL,0,0,0,0,0,0,Mensual,0,Cheque,50.55,50.55,9058-CBREO,1,1.68
0,1,1,0,65,1,0,Fiber optic,1,1,1,0,0,1,Mensual,0,Cheque_electrónico,94.4,6126.15,9058-HRZSV,0,3.15
0,0,0,0,24,1,0,Fiber optic,1,0,0,0,1,1,Mensual,1,Cheque_electrónico,94.6,2283.15,9058-MJLZC,0,3.15
0,0,0,0,51,0,0,DSL,0,1,1,0,1,1,Anual_1,1,Tarjeta,56.4,2928.5,9060-HJJRW,0,1.88
1,1,1,0,13,1,1,Fiber optic,0,0,0,0,1,1,Mensual,1,Cheque_electrónico,95.25,1233.65,9061-TIHDA,1,3.18
0,0,1,1,61,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque,19.4,1182.55,9063-ZGTUY,1,0.65
1,0,1,0,72,1,1,DSL,1,1,1,1,0,1,Anual_2,0,Transferencia,78.85,5763.15,9065-ZCPQX,0,2.63
0,0,1,0,69,1,1,No,0,0,0,0,0,0,Anual_1,1,Cheque_electrónico,26.3,1763.55,9066-QRSDU,0,0.88
1,0,1,1,44,1,0,No,0,0,0,0,0,0,Anual_1,0,Transferencia,20.6,926.0,9067-SQTNS,0,0.69
0,0,0,0,70,1,1,No,0,0,0,0,0,0,Anual_1,0,Tarjeta,26.05,1856.4,9067-YGSCA,0,0.87
0,0,1,1,40,1,0,No,0,0,0,0,0,0,Anual_2,0,Transferencia,20.15,777.35,9068-FHQHD,0,0.67
1,0,1,0,61,1,1,DSL,1,0,1,1,0,1,Anual_2,0,Tarjeta,75.35,4729.3,9068-VPWQQ,0,2.51
1,0,1,0,23,1,0,DSL,1,0,0,0,0,1,Mensual,1,Transferencia,59.95,1406.0,9069-LGEUL,0,2.0
0,0,1,0,72,1,1,Fiber optic,1,0,1,1,1,1,Anual_2,1,Tarjeta,110.15,7881.2,9070-BCKQP,0,3.67
1,0,1,1,62,1,0,DSL,1,1,1,1,1,1,Anual_2,0,Cheque_electrónico,86.1,5215.25,9073-ZZIAY,0,2.87
1,0,1,1,50,0,0,DSL,1,0,0,0,1,0,Mensual,1,Tarjeta,39.45,2021.35,9074-KGVOX,0,1.32
1,1,1,0,64,1,1,Fiber optic,0,0,1,1,1,1,Anual_2,0,Cheque_electrónico,102.1,6538.45,9076-AXYIK,0,3.4
1,0,0,0,47,1,1,Fiber optic,1,1,0,1,1,0,Mensual,0,Cheque,100.75,4669.2,9079-LWTFD,0,3.36
0,0,0,0,54,1,1,Fiber optic,0,1,1,1,1,1,Mensual,0,Cheque_electrónico,111.1,6014.85,9079-YEXQJ,1,3.7
0,0,1,1,47,1,0,No,0,0,0,0,0,0,Anual_2,0,Tarjeta,20.25,873.4,9081-WWXKP,0,0.68
1,0,0,0,58,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque,20.8,1212.25,9084-OAYKL,0,0.69
1,0,1,1,34,1,1,DSL,0,0,1,0,1,1,Anual_1,0,Transferencia,77.2,2753.8,9086-YJYXS,0,2.57
0,0,0,0,60,1,1,No,0,0,0,0,0,0,Anual_2,0,Cheque,25.0,1505.05,9087-EYCPR,0,0.83
0,0,1,1,12,1,0,DSL,0,0,1,0,1,0,Mensual,1,Tarjeta,58.35,740.55,9089-UOWJG,0,1.94
1,1,1,0,68,1,1,Fiber optic,0,1,1,0,1,1,Mensual,1,Cheque_electrónico,105.3,7299.65,9090-SGQXL,1,3.51
1,0,1,1,64,1,0,DSL,1,0,1,1,1,0,Anual_2,0,Cheque,69.25,4447.75,9091-WTUUY,0,2.31
1,0,0,0,22,1,1,No,0,0,0,0,0,0,Mensual,1,Tarjeta,24.85,493.4,9092-GDZKO,0,0.83
0,0,0,0,11,1,0,Fiber optic,0,1,1,1,0,1,Mensual,1,Cheque_electrónico,94.2,999.9,9093-FPDLG,0,3.14
0,0,0,0,15,1,1,Fiber optic,0,1,0,0,1,1,Mensual,1,Cheque_electrónico,100.15,1415.0,9094-AZPHK,0,3.34
0,0,0,0,5,1,0,Fiber optic,0,0,0,0,1,0,Mensual,1,Tarjeta,81.0,389.6,9095-HFAFX,1,2.7
1,0,1,0,14,1,0,DSL,0,0,0,1,0,0,Mensual,0,Transferencia,48.8,664.4,9097-ZUBYC,0,1.63
0,0,0,0,23,1,1,DSL,1,0,0,0,0,0,Mensual,0,Cheque_electrónico,54.4,1249.25,9099-FTUHS,0,1.81
0,0,1,0,50,1,1,Fiber optic,1,1,0,1,1,1,Anual_1,0,Cheque_electrónico,108.55,5610.7,9101-BWFSS,1,3.62
1,0,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,19.4,50.6,9101-NTIXF,0,0.65
0,0,1,1,17,1,1,Fiber optic,0,0,0,0,0,1,Mensual,1,Cheque_electrónico,85.45,1451.6,9102-IAYHT,1,2.85
1,0,0,0,59,1,1,DSL,0,0,1,0,0,0,Anual_2,0,Tarjeta,54.15,3116.15,9102-OXKFY,0,1.8
1,0,1,1,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque_electrónico,19.75,19.75,9103-CXVOK,0,0.66
0,0,0,0,15,1,1,DSL,1,0,0,0,0,0,Mensual,1,Cheque,55.7,899.8,9103-TCIHJ,1,1.86
1,0,1,0,61,1,1,DSL,0,1,1,0,1,1,Anual_1,1,Cheque_electrónico,79.8,4914.8,9107-UKCKY,0,2.66
0,0,1,0,1,1,0,DSL,1,1,0,0,0,0,Mensual,1,Cheque,53.55,53.55,9108-EJFJP,0,1.78
0,0,1,1,10,1,1,No,0,0,0,0,0,0,Anual_2,0,Tarjeta,26.1,225.55,9108-EQPNQ,0,0.87
0,0,0,0,69,1,0,DSL,1,0,1,1,1,1,Anual_2,1,Tarjeta,82.45,5555.3,9110-HSGTV,0,2.75
0,1,0,0,35,1,0,Fiber optic,0,0,0,0,0,0,Mensual,0,Cheque_electrónico,70.55,2419.0,9112-WSNPU,0,2.35
0,0,1,0,48,1,0,DSL,0,1,1,0,0,1,Anual_1,1,Cheque_electrónico,65.65,3094.65,9114-AAFQH,0,2.19
1,0,1,1,72,1,1,DSL,1,1,1,1,0,1,Anual_2,0,Tarjeta,81.0,5750.0,9114-DPSIA,0,2.7
1,0,1,0,62,1,1,Fiber optic,1,1,0,0,0,1,Anual_1,0,Cheque_electrónico,96.1,6001.45,9114-VEPUF,0,3.2
1,0,0,0,40,1,0,DSL,0,0,0,1,0,0,Mensual,1,Cheque_electrónico,51.1,2092.9,9115-YQHGA,0,1.7
1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque,45.7,45.7,9117-SHLZX,1,1.52
1,1,1,0,16,1,1,Fiber optic,0,0,0,0,1,0,Mensual,1,Tarjeta,85.05,1391.15,9121-PHQSR,0,2.84
1,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,20.3,20.3,9122-UMROB,0,0.68
0,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Mensual,1,Cheque,85.45,85.45,9124-LHCJQ,1,2.85
1,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Anual_2,1,Cheque_electrónico,114.0,8093.15,9127-FHJBZ,0,3.8
1,0,1,0,44,1,0,DSL,1,1,0,1,0,0,Anual_1,1,Transferencia,59.85,2603.95,9127-QRZMH,0,2.0
0,0,0,0,59,1,0,Fiber optic,0,0,1,0,1,1,Anual_2,0,Cheque_electrónico,95.8,5655.45,9128-CPXKI,0,3.19
0,1,0,0,18,1,1,Fiber optic,0,1,0,1,1,1,Mensual,1,Tarjeta,103.6,1806.35,9129-UXERG,0,3.45
0,0,0,0,23,1,1,Fiber optic,0,1,0,0,1,1,Mensual,1,Tarjeta,98.7,2249.1,9133-AYJZG,0,3.29
1,1,1,0,7,1,0,Fiber optic,0,0,0,0,1,1,Mensual,1,Cheque_electrónico,89.5,676.7,9134-CEQMF,1,2.98
1,0,0,0,51,1,0,Fiber optic,1,0,0,0,1,0,Anual_1,0,Cheque,86.35,4267.15,9134-WYRVP,0,2.88
1,0,1,1,64,1,0,No,0,0,0,0,0,0,Anual_2,1,Transferencia,19.7,1274.05,9135-HSWOC,0,0.66
1,0,1,0,69,1,0,DSL,1,1,1,1,1,1,Anual_2,1,Cheque,84.7,5878.9,9135-MGVPY,0,2.82
1,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque,24.45,24.45,9136-ALYBR,1,0.82
1,1,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque_electrónico,19.2,37.2,9137-NOQKA,0,0.64
0,0,1,1,35,1,0,Fiber optic,1,0,1,1,1,1,Mensual,1,Cheque_electrónico,106.9,3756.45,9137-UIYPG,0,3.56
1,0,1,1,26,1,0,Fiber optic,0,0,0,0,0,1,Anual_1,0,Transferencia,78.95,2034.25,9138-EFSMO,0,2.63
0,0,1,0,26,0,0,DSL,1,1,1,0,1,0,Anual_1,0,Transferencia,47.85,1190.5,9139-TWBAS,0,1.6
0,0,1,1,49,1,1,Fiber optic,0,1,0,0,1,1,Anual_1,0,Cheque,100.45,4941.8,9139-WQQDY,1,3.35
0,0,1,0,68,1,0,DSL,1,1,0,1,1,1,Anual_2,1,Transferencia,79.6,5515.8,9140-CZQZZ,0,2.65
1,0,0,0,44,1,0,Fiber optic,0,0,0,0,0,0,Mensual,0,Tarjeta,68.85,2958.95,9142-KZXOP,0,2.3
0,0,0,0,29,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta,19.35,601.6,9142-XMYJH,0,0.64
0,0,1,1,24,1,0,DSL,1,0,0,1,0,0,Mensual,0,Cheque_electrónico,55.15,1319.85,9143-CANJF,0,1.84
0,0,1,1,14,1,1,No,0,0,0,0,0,0,Mensual,0,Cheque,25.55,372.45,9146-JRIOX,0,0.85
1,0,0,0,56,1,0,DSL,1,0,1,0,0,0,Anual_1,0,Cheque,52.7,3019.7,9150-HEPMB,0,1.76
0,0,0,0,6,1,0,No,0,0,0,0,0,0,Anual_2,0,Tarjeta,19.65,116.85,9150-KPBJQ,0,0.65
1,0,0,0,6,1,0,DSL,1,0,1,1,1,1,Anual_2,1,Cheque,80.25,493.4,9152-AMKAK,0,2.68
0,0,1,0,71,1,1,No,0,0,0,0,0,0,Anual_2,0,Transferencia,25.0,1753.0,9153-BTBVV,0,0.83
1,0,1,1,43,1,1,Fiber optic,0,0,1,1,1,1,Anual_1,1,Tarjeta,104.3,4451.85,9154-QDGTH,0,3.48
0,0,1,0,41,1,1,Fiber optic,1,1,1,1,1,1,Mensual,1,Transferencia,113.6,4594.95,9158-VCTQB,1,3.79
0,0,0,0,15,1,0,DSL,0,1,0,0,0,0,Mensual,0,Cheque_electrónico,48.85,736.8,9163-GHAYE,0,1.63
0,0,0,0,22,1,1,Fiber optic,0,0,0,0,1,0,Mensual,1,Transferencia,84.15,1821.95,9167-APMXZ,0,2.8
0,1,1,0,44,1,1,Fiber optic,0,0,1,1,1,1,Mensual,0,Cheque_electrónico,104.15,4495.65,9168-INPSZ,0,3.47
1,0,0,0,12,1,1,DSL,0,0,1,0,1,1,Mensual,0,Transferencia,74.75,827.05,9169-BSVIN,0,2.49
0,0,1,1,52,1,0,No,0,0,0,0,0,0,Anual_1,0,Tarjeta,19.6,1012.4,9170-ARBTB,0,0.65
1,0,1,0,17,1,1,Fiber optic,1,1,1,0,0,0,Mensual,0,Tarjeta,90.2,1454.15,9170-CCKOU,1,3.01
0,0,1,1,41,1,1,DSL,1,1,1,1,0,1,Mensual,0,Tarjeta,79.9,3326.2,9170-GYZJC,1,2.66
0,0,0,0,10,1,1,Fiber optic,1,0,0,0,1,1,Mensual,1,Cheque_electrónico,98.7,973.25,9172-ANCRX,1,3.29
0,0,1,1,26,1,0,Fiber optic,0,0,0,0,1,1,Mensual,1,Cheque_electrónico,90.8,2361.8,9172-JITSM,1,3.03
0,0,1,1,53,1,0,No,0,0,0,0,0,0,Anual_2,0,Cheque,20.9,1146.05,9173-IVZVP,0,0.7
0,1,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque_electrónico,19.45,19.45,9174-FKWZE,1,0.65
0,0,0,1,50,1,0,Fiber optic,0,0,0,0,0,0,Anual_2,0,Tarjeta,70.35,3533.6,9174-IHETN,0,2.34
1,0,1,1,24,1,1,No,0,0,0,0,0,0,Anual_2,1,Transferencia,24.1,587.4,9178-JHUVJ,0,0.8
0,0,1,1,38,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque,20.45,781.25,9184-GALIL,0,0.68
1,0,1,0,14,1,1,Fiber optic,0,0,0,0,0,1,Mensual,1,Cheque_electrónico,85.15,1139.2,9185-TQCVP,1,2.84
0,1,1,0,24,1,1,Fiber optic,0,0,0,0,1,1,Mensual,1,Cheque_electrónico,93.55,2264.05,9189-JWSHV,1,3.12
1,1,0,0,19,1,0,Fiber optic,0,0,1,0,1,1,Mensual,1,Tarjeta,95.9,1777.9,9190-MFJLN,1,3.2
0,0,1,0,7,1,0,Fiber optic,0,0,1,0,0,0,Mensual,1,Transferencia,75.15,496.9,9191-MYQKX,1,2.51
0,0,1,0,42,1,1,DSL,1,0,1,1,1,1,Anual_2,0,Tarjeta,84.35,3571.6,9194-GFVOI,0,2.81
0,0,1,0,63,1,1,DSL,1,1,0,0,1,1,Anual_1,1,Tarjeta,79.7,4786.15,9199-PWQVC,0,2.66
1,0,1,0,56,0,0,DSL,0,0,1,1,1,1,Anual_1,1,Transferencia,54.05,2959.8,9200-NLNPD,0,1.8
1,0,1,0,13,0,0,DSL,1,0,0,1,1,1,Mensual,1,Cheque_electrónico,54.45,706.85,9206-GVPEQ,1,1.82
1,0,0,0,37,1,1,DSL,1,1,1,1,0,0,Anual_1,0,Cheque_electrónico,67.45,2443.3,9207-ZPANB,0,2.25
0,1,0,0,18,1,0,Fiber optic,0,0,1,0,0,1,Mensual,1,Cheque_electrónico,84.95,1443.65,9208-OLGAQ,0,2.83
